"","plotID","lastInvYr","lastInvYrSD","priSpecies","secSpecies","priSpeciesName","secSpeciesName","owner","ownerCD","volPerAcre","SI","dominantTreeAge","dominantTreeheight"
"420",345936734489998,2016,0,24,48,"Other western softwoods","Woodland hardwoods","Forest Service",10,90.958065196074,31,NA,25
"421",345936735489998,2016,0,20,10,"Incense-cedar","Douglas-fir","Forest Service",10,2473.71177038209,38,NA,92
"422",345936737489998,2016,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,2024.20258028547,51,NA,105
"423",345936738489998,2016,0,12,21,"True fir","Lodgepole pine","Forest Service",10,3837.34656651172,54,NA,101
"424",345936742489998,2016,0,11,10,"Ponderosa and Jeffrey pines","Douglas-fir","Forest Service",10,271.468398833402,49,NA,118
"425",412219905489998,2017,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,1034.17812058681,36,NA,105
"426",412220909489998,2017,0,48,24,"Woodland hardwoods","Other western softwoods","Forest Service",10,509.239128348816,29,NA,NA
"427",412220923489998,2017,0,12,10,"True fir","Douglas-fir","Forest Service",10,3148.44224027207,81,100,146
"428",412221077489998,2017,0,12,20,"True fir","Incense-cedar","Private and Native American",40,4841.9324927948,77,96,114
"429",412221203489998,2017,0,12,14,"True fir","Sugar pine","Forest Service",10,7603.72788694159,34,230,136
"430",412221231489998,2017,0,12,10,"True fir","Douglas-fir","Forest Service",10,5705.12421567826,61,65,87
"431",412221256489998,2017,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,2415.49690512296,114,92,146
"432",412221257489998,2017,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,4634.6436529634,61,NA,106
"433",412221629489998,2017,0,10,12,"Douglas-fir","True fir","Forest Service",10,5689.05819848859,41,183,144
"434",412221630489998,2017,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,3488.33062399542,31,NA,118
"435",412221680489998,2017,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Private and Native American",40,398.515379238852,68,NA,36
"436",412221689489998,2017,0,24,15,"Other western softwoods","Western white pine","Forest Service",10,69.444832589872,41,121,28
"437",412221914489998,2017,0,12,20,"True fir","Incense-cedar","Private and Native American",40,8395.35514334691,70,NA,142
"438",412222094489998,2017,0,12,20,"True fir","Incense-cedar","Forest Service",10,17375.38398856,122,80,165
"439",412222251489998,2017,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,5530.6241850303,70,NA,137
"440",412222252489998,2017,0,20,10,"Incense-cedar","Douglas-fir","Forest Service",10,808.266627037816,34,NA,87
"441",412222298489998,2017,0,12,15,"True fir","Western white pine","Forest Service",10,11174.2445366159,43,NA,144
"442",412222299489998,2017,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,1078.86027592151,91,NA,55
"443",412222480489998,2017,0,10,12,"Douglas-fir","True fir","Private and Native American",40,16263.9290739099,70,NA,156
"444",412222525489998,2017,0,11,48,"Ponderosa and Jeffrey pines","Woodland hardwoods","Other Federal",20,3850.38820897242,75,NA,76
"445",412222637489998,2017,0,11,14,"Ponderosa and Jeffrey pines","Sugar pine","Forest Service",10,699.929611676662,41,93,90
"446",412222666489998,2017,0,12,20,"True fir","Incense-cedar","Forest Service",10,3064.48734669473,45,NA,102
"447",412223018489998,2017,0,12,10,"True fir","Douglas-fir","Private and Native American",40,7382.82127175874,58,85,123
"448",412223116489998,2017,0,11,46,"Ponderosa and Jeffrey pines","Oak","Forest Service",10,3110.16242830604,72,362,123
"449",412223117489998,2017,0,10,46,"Douglas-fir","Oak","Private and Native American",40,2041.07247623706,31,NA,95
"450",412223120489998,2017,0,12,15,"True fir","Western white pine","Forest Service",10,3022.69419271571,39,193,114
"451",484816501489998,2018,0,46,NA,"Oak",NA,"Forest Service",10,129.95675452746,75,NA,43
"452",484816502489998,2018,0,12,10,"True fir","Douglas-fir","Forest Service",10,4468.52935258078,35,NA,83
"453",484816504489998,2018,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,5892.94446876504,58,NA,102
"454",484816506489998,2018,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,14230.4467043671,53,377,155
"455",484816507489998,2018,0,20,11,"Incense-cedar","Ponderosa and Jeffrey pines","Forest Service",10,3962.54187521433,49,208,59
"456",484816508489998,2018,0,12,20,"True fir","Incense-cedar","Forest Service",10,5177.31777182213,53,NA,125
"457",484816509489998,2018,0,12,10,"True fir","Douglas-fir","Forest Service",10,4632.69083926332,53,106,130
"458",484816510489998,2018,0,21,11,"Lodgepole pine","Ponderosa and Jeffrey pines","Forest Service",10,6778.82499841674,108,147,128
"459",484816511489998,2018,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,1405.23960822199,51,168,102
"460",484816512489998,2018,0,10,12,"Douglas-fir","True fir","Forest Service",10,1721.49228735024,52,76,70
"461",484816513489998,2018,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,6362.0257552984,59,93,97
"462",484816514489998,2018,0,14,11,"Sugar pine","Ponderosa and Jeffrey pines","Forest Service",10,7881.24802597615,30,NA,130
"463",484816515489998,2018,0,12,NA,"True fir",NA,"Forest Service",10,5707.30445419609,46,477,144
"464",484816516489998,2018,0,12,20,"True fir","Incense-cedar","Forest Service",10,11927.9645972172,57,173,128
"465",484816517489998,2018,0,11,48,"Ponderosa and Jeffrey pines","Woodland hardwoods","Forest Service",10,1393.32583213657,74,174,93
"466",484816518489998,2018,0,12,11,"True fir","Ponderosa and Jeffrey pines","Private and Native American",40,3079.95603226698,33,NA,110
"467",484816519489998,2018,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,27259.5196216494,46,NA,154
"468",484816520489998,2018,0,48,11,"Woodland hardwoods","Ponderosa and Jeffrey pines","Forest Service",10,1945.95804601937,31,NA,NA
"469",484816521489998,2018,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,3089.41284245811,111,105,119
"470",484816522489998,2018,0,21,11,"Lodgepole pine","Ponderosa and Jeffrey pines","Forest Service",10,4.283115554752,96,NA,55
"471",484816523489998,2018,0,10,20,"Douglas-fir","Incense-cedar","Forest Service",10,17669.252653079,82,NA,202
